,ID,Task,Client,Area,Country,Contact,Assignee,Completion,Start date,Deadline,Budget,Transaction type,Account,Version,Available
,884,Task #885,"Franey, Macejkovic and Ondricka",Marketing,Benin,Guiseppe.Lehner67@example.org,Vicky Schroeder, 32%,08.03.2022,23.08.2022,"1 632,03 €",invoice,GI08LXTR04WY75046I49220,3.6.5,
,885,Task #886,Ankunding - Mitchell,Applications,Anguilla,Effie56@example.org,Corey Balistreri, 48%,02.03.2022,26.08.2022,"4 897,83 €",invoice,GL1808364004070384,9.0.1,
,886,Task #887,Glover Group,Group,Isle of Man,Velva11@example.net,Ricardo Fahey, 78%,17.03.2022,20.08.2022,"4 527,18 €",deposit,CR53702768708706009026,0.4.5,
,887,Task #888,Bailey LLC,Program,Lebanon,Leta60@example.org,Carl Smitham, 93%,07.04.2022,16.09.2022,"5 602,50 €",deposit,CH32079858GA80392A26X,0.4.0,
,888,Task #889,Swift LLC,Directives,Andorra,Joshua_Moore14@example.org,Chad Sanford, 12%,07.05.2022,16.09.2022,"8 255,50 €",payment,BR1297511440694190080071472E5,5.2.2,
,889,Task #890,Frami Inc,Accountability,Sweden,Trevor.Torp@example.com,Shane Ondricka, 23%,24.04.2022,09.08.2022,"9 529,41 €",invoice,GI11WBWU27S30B443730722,8.0.9,
,890,Task #891,Ziemann - Cartwright,Accountability,Grenada,Zena_Adams0@example.com,Francis Hoeger, 89%,05.04.2022,13.07.2022,"8 116,99 €",invoice,PT19007060066801198317734,8.3.3,
,891,Task #892,Jacobi - Raynor,Solutions,Barbados,Lorenz12@example.net,Henry Schinner, 85%,04.04.2022,07.09.2022,"4 103,75 €",payment,CH2642053307029513360,7.8.8,
,892,Task #893,"Kris, Kutch and Crooks",Web,Benin,Edythe99@example.org,Andrew Hirthe, 48%,16.03.2022,21.06.2022,"2 945,63 €",withdrawal,GI46MEEV4004439835927U3,6.3.0,
,893,Task #894,Thiel Inc,Marketing,Tajikistan,Terrence.Fadel@example.com,Roger Powlowski, 55%,03.06.2022,11.07.2022,"5 803,70 €",invoice,RO97RILJ8XF531P71936705T,2.0.6,
,894,Task #895,Marks and Sons,Configuration,Qatar,Jamal11@example.net,Maria Macejkovic, 7%,20.03.2022,18.06.2022,"4 231,81 €",invoice,LV25EJAQF602965M3559Q,1.7.7,
,895,Task #896,"McKenzie, Johnston and Prohaska",Factors,Fiji,Shirley_Howe42@example.org,Lynne Kihn, 85%,06.04.2022,20.06.2022,"5 417,03 €",invoice,GE78DN0002802000130991,0.8.2,
,896,Task #897,Macejkovic - Miller,Mobility,Cote d'Ivoire,Miller_Hills83@example.org,Wilson Jenkins, 17%,08.06.2022,21.09.2022,"4 253,83 €",invoice,PL52300696400086455150640455,7.8.8,
,897,Task #898,Hagenes Group,Metrics,United Kingdom,Kenyon87@example.org,Miss Rachael Stracke, 28%,22.04.2022,08.07.2022,"4 342,37 €",invoice,NL75WZJS0390037063,9.5.6,
,898,Task #899,Harber - O'Reilly,Markets,Argentina,Chris65@example.com,Jeanne Lockman, 87%,16.04.2022,05.07.2022,"8 417,38 €",withdrawal,MT10TANC48828WC915G792S31N91533,8.5.5,
,899,Task #900,"Veum, Wuckert and Altenwerth",Program,Armenia,Mariah.Cummerata@example.org,Vicky Fadel DDS, 61%,06.06.2022,22.09.2022,"3 338,20 €",invoice,FI5612003500562048,2.5.0,
,900,Task #901,Waters LLC,Optimization,Antigua and Barbuda,Donna.Lockman@example.org,Yvette Cummerata, 30%,06.06.2022,08.09.2022,"3 320,72 €",withdrawal,ES3703500200680500349008,1.9.2,
,901,Task #902,Cummerata Group,Mobility,Turkmenistan,Yvonne.Osinski@example.net,Eva Borer, 17%,30.04.2022,15.07.2022,"2 383,28 €",deposit,ME22031281904487010080,8.8.7,
,902,Task #903,Crooks and Sons,Metrics,Oman,Ebba48@example.com,Daisy Corkery, 0%,13.06.2022,19.09.2022,"7 278,34 €",payment,BG02VRKX53304352987631,3.6.4,
,903,Task #904,"Schiller, Schmitt and Howell",Creative,Thailand,Ruth6@example.net,Paul Swift, 53%,10.06.2022,10.10.2022,"618,10 €",deposit,VG9655551002037950010396,4.5.0,
,904,Task #905,Bogan - Wisozk,Usability,Mali,Imogene_OHara@example.org,Micheal Brekke, 88%,29.03.2022,16.07.2022,"1 948,55 €",withdrawal,SK1000360025620075507052,8.0.8,
,905,Task #906,Weimann - Carter,Data,Vietnam,Carolyne_Murazik@example.com,Colin Brakus, 73%,12.04.2022,05.07.2022,"2 076,12 €",withdrawal,GL1108110164080646,2.2.0,
,906,Task #907,Huels Inc,Brand,Jamaica,Susana_Hills25@example.net,Clifford Pfeffer, 83%,04.05.2022,15.07.2022,"8 002,83 €",payment,NL67YAWA2870087595,2.3.0,
,907,Task #908,Runolfsdottir Inc,Branding,Malta,Joany.Ledner36@example.com,Leonard Lesch, 6%,18.04.2022,03.10.2022,"3 209,51 €",withdrawal,MT10CQNE320882260377839479U8T4C,3.7.0,
,908,Task #909,"Bruen, Gibson and Kiehn",Intranet,Equatorial Guinea,Laurence.Orn4@example.org,Van Bradtke, 55%,21.02.2022,21.08.2022,"4 096,81 €",payment,LB320299305P79357EQ61405B354,8.0.2,
,909,Task #910,Rolfson Inc,Paradigm,French Guiana,Melvina_Mueller75@example.net,Terrell Corwin, 81%,09.04.2022,28.06.2022,"4 591,83 €",withdrawal,BE91868869079249,6.3.0,
,910,Task #911,Farrell LLC,Group,Pitcairn Islands,Burley49@example.org,Cary Miller, 62%,08.03.2022,13.09.2022,"10 952,80 €",withdrawal,AZ85XBBL46004092636428500810,3.7.7,
,911,Task #912,Cruickshank - Tromp,Accountability,Cameroon,Bobby.Kautzer39@example.org,Tony Stehr, 88%,11.03.2022,18.09.2022,"8 804,46 €",withdrawal,GT706B547288808962758EN149AM,1.5.7,
,912,Task #913,"Reilly, Wisozk and Corkery",Branding,Mongolia,Ervin11@example.org,Helen O'Kon PhD, 23%,11.04.2022,09.07.2022,"894,33 €",withdrawal,CH45740411R5815069Y83,3.4.4,
,913,Task #914,Carter - Bins,Implementation,Heard Island and McDonald Islands,Jamaal.Bode@example.com,Terrell Rempel I, 50%,05.05.2022,12.08.2022,"4 199,29 €",deposit,LU3980972208Z31682R9,7.0.3,
,914,Task #915,Schuster - Price,Directives,Saudi Arabia,Elian_Rosenbaum@example.com,Rosalie Bernhard, 53%,27.02.2022,19.07.2022,"9 978,44 €",deposit,TN4750050480030409004013,4.8.2,
,915,Task #916,Corkery - Jacobs,Identity,Antarctica (the territory South of 60 deg S),Salvatore.Kunze@example.org,Phyllis Price, 100%,30.04.2022,28.09.2022,"8 954,71 €",deposit,RO44QZUS314R9R420459990J,3.5.0,
,916,Task #917,Cole - Cartwright,Response,Ethiopia,Mandy.Christiansen98@example.net,Bryan Bednar, 6%,21.04.2022,27.09.2022,"2 442,00 €",invoice,FR220089005144F689501R00G08,9.5.2,
,917,Task #918,Effertz - Pfeffer,Marketing,Argentina,Jolie_Jacobson74@example.com,Joanne Yost, 58%,08.03.2022,18.08.2022,"7 682,52 €",withdrawal,IE583PUU10010786001005,2.0.2,
,918,Task #919,Kerluke - Schiller,Division,China,Clemmie49@example.net,Dr. Jeffery Nienow, 49%,12.05.2022,13.07.2022,"6 888,30 €",payment,FO0991215068090686,4.9.0,
,919,Task #920,Larson - Schowalter,Metrics,Algeria,Tomas_Macejkovic31@example.org,Darrin Kozey, 26%,07.05.2022,02.09.2022,"10 009,78 €",payment,VG1995154077030202185652,1.9.8,
,920,Task #921,Lowe - Oberbrunner,Data,Chad,Clotilde_Rosenbaum@example.org,Jeff Greenholt, 75%,16.04.2022,23.07.2022,"4 196,60 €",withdrawal,IT67B00050771921670L8419270,1.8.8,
,921,Task #922,"Franey, Pfeffer and Williamson",Tactics,Saint Vincent and the Grenadines,Vicenta.Bradtke41@example.net,Marilyn Glover, 63%,11.04.2022,25.08.2022,"548,12 €",payment,LV72DZFVZ95761GQ12099,1.9.7,
,922,Task #923,"Fadel, Wisozk and Schoen",Configuration,South Africa,Felicita.DuBuque@example.com,Beatrice Walter, 19%,01.05.2022,21.06.2022,"2 848,90 €",payment,NO5000429001234,8.8.8,
,923,Task #924,Hamill Group,Mobility,Jordan,Bennett_Schmidt@example.com,Mr. Allison Dare, 71%,22.04.2022,08.10.2022,"7 131,01 €",withdrawal,PL13874002562308084370600144,6.9.8,
,924,Task #925,Mertz Inc,Creative,Senegal,Irma.Flatley24@example.net,Sam Glover, 72%,17.03.2022,25.06.2022,"6 247,10 €",deposit,GI50BOQJ4M7G5H844781479,2.7.3,
,925,Task #926,Cummerata - Durgan,Metrics,Panama,Tatum67@example.com,Andres Hoeger MD, 54%,14.03.2022,27.08.2022,"10 870,99 €",deposit,AT062601801580097029,7.4.7,
,926,Task #927,"Wyman, Hansen and Thompson",Markets,Niger,Ova.Abbott@example.net,Micheal Hane, 31%,04.04.2022,01.09.2022,"5 180,94 €",withdrawal,FR730021009021G1856Y8589F06,4.7.5,
,927,Task #928,Robel - Schimmel,Usability,Mauritius,Gay42@example.net,Wanda Mohr, 10%,26.04.2022,30.08.2022,"1 341,95 €",deposit,MK57117571253519T89,2.3.9,
,928,Task #929,Mertz and Sons,Identity,Ethiopia,Novella.Turner@example.net,Gertrude Yundt, 79%,10.05.2022,16.08.2022,"5 863,55 €",deposit,MT79LEQH00610468239061664653829,8.0.0,
,929,Task #930,Wilderman - Mertz,Branding,Tanzania,Citlalli73@example.com,Samuel Schimmel, 79%,04.03.2022,07.08.2022,"5 898,76 €",invoice,VG6095860094529466677414,4.4.7,
,930,Task #931,Abshire - Reichert,Marketing,Tonga,Trent.Rutherford4@example.org,Nina Rau, 60%,22.05.2022,18.07.2022,"9 125,44 €",withdrawal,BR6886001267100527284884185W0,2.8.5,
,931,Task #932,Wyman Inc,Marketing,Serbia,Izaiah.Legros@example.org,Margarita Rutherford III, 71%,17.04.2022,29.06.2022,"8 991,11 €",withdrawal,MU79ZWWH8571203673003007021RDN,4.0.9,
,932,Task #933,"Schaefer, Kling and Miller",Applications,Papua New Guinea,Johnson_Hintz74@example.net,Kathryn Ritchie Sr., 84%,31.03.2022,02.09.2022,"8 623,11 €",withdrawal,AZ58HRUH05501920023026161395,2.7.1,
,933,Task #934,Denesik - Sporer,Intranet,"Virgin Islands, British",Lindsay25@example.com,Preston Koss, 9%,05.06.2022,08.10.2022,"1 780,75 €",withdrawal,PS632A05869120839107170161504,5.4.6,
,934,Task #935,"Watsica, Smitham and Denesik",Accounts,Poland,Corene_Stokes87@example.net,Willard Koch I, 47%,22.02.2022,25.07.2022,"6 497,01 €",deposit,EE910753009342959003,5.1.4,
,935,Task #936,"Welch, O'Keefe and Nader",Operations,Angola,Ida_Roberts@example.org,Colleen Heller, 57%,11.04.2022,26.06.2022,"8 772,40 €",invoice,VG7325314708200400700918,9.4.9,
,936,Task #937,Bahringer - Jenkins,Assurance,United Arab Emirates,Cathryn89@example.org,Corey Grady, 16%,10.06.2022,04.09.2022,"6 957,44 €",deposit,PS68CRNV649382777790500800662,4.8.7,
,937,Task #938,"Pouros, Schuster and Medhurst",Group,Nicaragua,Turner.Parker@example.net,Nathan Gleichner IV, 100%,10.06.2022,29.06.2022,"7 953,04 €",invoice,LI5806085SK19R2597099,5.7.0,
,938,Task #939,Jaskolski Inc,Research,Bahamas,Ayla.Volkman91@example.com,Melvin Wyman, 12%,17.03.2022,26.07.2022,"8 215,26 €",deposit,GE88IR1003099045080057,0.8.0,
,939,Task #940,"Reynolds, Collins and Schmitt",Tactics,Colombia,Karlee.Brown@example.com,Darlene Rosenbaum, 69%,04.06.2022,14.08.2022,"7 636,09 €",withdrawal,CR21119939677800660086,4.4.5,
,940,Task #941,"Collins, Homenick and Legros",Identity,Burundi,Joshuah56@example.com,Calvin Terry, 39%,16.04.2022,15.09.2022,"10 864,25 €",deposit,LT462002920070060966,6.5.8,
,941,Task #942,Stehr LLC,Directives,Netherlands,Caitlyn_Jaskolski68@example.org,Tyler Carroll, 23%,08.06.2022,03.07.2022,"5 292,15 €",invoice,CY8813460366P75308Y01665LKE1,9.4.9,
,942,Task #943,Durgan Inc,Directives,Lesotho,Shanon_Labadie41@example.org,Leo Kuhlman, 0%,16.04.2022,25.07.2022,"10 508,70 €",payment,PK55RKFU0038045342243042,5.0.7,
,943,Task #944,Rempel - Auer,Branding,Chile,Leonora14@example.org,Tamara Leuschke, 31%,26.04.2022,31.07.2022,"6 976,77 €",withdrawal,BE55073579706069,4.4.1,
,944,Task #945,Considine Inc,Marketing,Saint Martin,Daphney70@example.net,Joey Batz, 13%,25.03.2022,31.08.2022,"6 548,73 €",withdrawal,JO95ZJEC0069730005306001855233,8.2.6,
,945,Task #946,"Rodriguez, Beahan and Feeney",Markets,Kenya,Forest.Rath@example.org,Guadalupe Morar, 28%,16.06.2022,06.09.2022,"9 673,22 €",deposit,MC90668930008148934W2552467,9.2.9,
,946,Task #947,Konopelski - Walker,Data,Costa Rica,Steve_Stamm62@example.org,Diana McClure, 90%,27.05.2022,19.09.2022,"1 996,04 €",invoice,KW04BJAX7056438K676934186S2852,7.4.8,
,947,Task #948,Green - Senger,Functionality,Cocos (Keeling) Islands,Narciso.Smitham82@example.com,Mrs. Leona Skiles, 24%,29.05.2022,18.09.2022,"3 373,26 €",invoice,SA8969550863Y58U25643166,0.1.7,
,948,Task #949,"Abbott, Senger and Hermann",Solutions,Kiribati,Javon_Kuhn@example.com,Ms. Lindsay Hessel, 99%,21.04.2022,05.10.2022,"7 911,88 €",invoice,IT95T80093020085828X0310R8J,8.0.0,
,949,Task #950,Stoltenberg LLC,Paradigm,Tuvalu,Tyra48@example.org,Jackie Lemke, 98%,20.05.2022,23.09.2022,"1 127,77 €",withdrawal,EE280496400129007278,2.9.2,
,950,Task #951,"Cole, Tromp and Bergnaum",Paradigm,Eritrea,Mauricio12@example.net,Jimmie Schuppe MD, 88%,25.03.2022,07.08.2022,"10 285,33 €",invoice,IL857008766100900917049,6.9.0,
,951,Task #952,Stiedemann - Wisozk,Implementation,Taiwan,Keeley_Ondricka@example.com,Joey Reynolds, 70%,17.03.2022,02.08.2022,"1 907,72 €",payment,IE70748673945913804426,6.0.2,
,952,Task #953,Weissnat Inc,Functionality,Colombia,Wilma_Langworth@example.com,Mrs. Erick Jerde, 23%,24.04.2022,20.08.2022,"2 808,92 €",invoice,QA91HFHR867Z5568RM0259J9S6075,6.7.1,
,953,Task #954,Terry - Hettinger,Functionality,Nigeria,Daniella_Witting@example.org,Vernon Heathcote Jr., 30%,02.04.2022,18.07.2022,"2 295,88 €",payment,LU278053DM442041002D,2.3.9,
,954,Task #955,"Reynolds, Conroy and Senger",Implementation,Sao Tome and Principe,Johann.Hettinger@example.com,Carroll Kutch, 41%,03.04.2022,11.08.2022,"6 795,67 €",payment,ME08863004085730083105,6.0.1,
,955,Task #956,Lynch - Zemlak,Web,Iran,Tina_Gorczany@example.org,Alfonso Kuhic, 77%,16.05.2022,09.08.2022,"3 262,20 €",payment,CZ4008990605050030795001,7.7.3,
,956,Task #957,Mayer LLC,Creative,Samoa,Savion61@example.org,Eileen Johnson, 9%,27.04.2022,03.07.2022,"7 462,73 €",deposit,DK7983432413570604,7.8.2,
,957,Task #958,"Macejkovic, Gulgowski and Block",Infrastructure,Iceland,Murphy.Auer@example.net,Byron Durgan, 87%,23.04.2022,16.09.2022,"5 453,06 €",payment,LT366100260350040003,6.9.2,
,958,Task #959,"Ernser, Runolfsson and Collier",Solutions,Sao Tome and Principe,Quinn.Sipes57@example.org,Holly Hoppe, 45%,18.03.2022,24.08.2022,"7 332,41 €",invoice,ES2400870514580049010017,8.4.2,
,959,Task #960,Padberg Inc,Accounts,Gambia,Caroline.Turcotte89@example.com,Celia Heaney, 56%,25.04.2022,23.08.2022,"2 355,80 €",invoice,BR9409034094505871070039837BC,8.2.9,
,960,Task #961,Kris - Deckow,Identity,Marshall Islands,Shannon.Mohr@example.com,Olga Ziemann PhD, 44%,09.04.2022,15.07.2022,"7 219,16 €",invoice,FO7450598200236679,4.4.8,
,961,Task #962,Zieme LLC,Web,Jersey,Johnpaul46@example.com,Elisa Casper, 63%,23.05.2022,08.08.2022,"5 392,92 €",invoice,QA46FQISN931392699E4V57U089Z4,1.5.0,
,962,Task #963,Cruickshank Inc,Creative,French Polynesia,Tamia81@example.com,Leslie Stiedemann Sr., 2%,26.03.2022,27.07.2022,"1 724,71 €",invoice,CH2890658011459639K11,8.8.4,
,963,Task #964,"Gleason, Beatty and Cassin",Factors,Syrian Arab Republic,Nya.Leffler22@example.net,Dave Crooks, 21%,13.06.2022,09.10.2022,"3 421,62 €",invoice,GT74173L97241742Q79V8756A127,8.7.9,
,964,Task #965,Kilback Group,Assurance,Portugal,Heidi80@example.com,Jeffery Mann, 56%,01.05.2022,11.07.2022,"6 400,41 €",deposit,PS33Y570041004267700077940497,8.2.3,
,965,Task #966,"Lueilwitz, Boyer and Kreiger",Group,Reunion,Miguel28@example.org,Miss Nettie Russel, 85%,11.06.2022,09.08.2022,"9 053,37 €",withdrawal,SI63028818759020883,5.0.1,
,966,Task #967,"Hickle, Ward and Lowe",Functionality,Chad,Skylar_Gottlieb@example.net,Abraham Goldner Sr., 90%,13.06.2022,16.09.2022,"2 912,75 €",withdrawal,SE1086840070988001020031,6.1.3,
,967,Task #968,"O'Keefe, Doyle and Hoeger",Group,Lesotho,Myrna_Langosh17@example.org,Jessica Waters, 73%,05.05.2022,30.06.2022,"1 836,89 €",deposit,AT274516630154743001,7.1.2,
,968,Task #969,"Paucek, Fisher and Smith",Mobility,Afghanistan,Lila_McDermott45@example.net,Adam Herzog, 25%,09.04.2022,06.09.2022,"9 022,18 €",withdrawal,PS86K31J714030456350057708074,6.0.7,
,969,Task #970,"Wyman, Considine and Reichel",Group,Venezuela,Braxton19@example.com,Bruce Gottlieb I, 71%,02.05.2022,27.06.2022,"10 062,11 €",withdrawal,SA51448865TU5280F997R690,1.4.8,
,970,Task #971,McCullough - Bailey,Division,Georgia,Kacie11@example.org,Josefina Jenkins, 31%,22.05.2022,31.07.2022,"7 132,72 €",invoice,HR9639252306390017765,8.6.7,
,971,Task #972,Osinski Inc,Usability,Heard Island and McDonald Islands,Rogelio40@example.com,Nichole Anderson, 26%,11.05.2022,18.09.2022,"2 790,57 €",deposit,LU2186937075ZN0A3373,5.5.0,
,972,Task #973,Schaden LLC,Applications,Morocco,Vallie.Pacocha13@example.net,Lonnie Muller, 74%,07.04.2022,18.06.2022,"4 755,30 €",invoice,GE66JS0072180081300733,7.8.3,
,973,Task #974,Lehner - Kessler,Applications,Norway,Elaina_Franey@example.org,Megan Wiegand, 54%,05.04.2022,29.06.2022,"10 383,71 €",withdrawal,GE04QN0546109091020796,0.1.2,
,974,Task #975,Hodkiewicz - Lueilwitz,Factors,Faroe Islands,Eunice_Stiedemann@example.net,Edmond Swift II, 59%,08.05.2022,14.08.2022,"3 452,04 €",withdrawal,VG440E699020086100885409,3.9.6,
,975,Task #976,"Bins, Medhurst and Nikolaus",Data,Guyana,Chase_Beatty57@example.com,Lindsay Considine, 38%,29.04.2022,12.07.2022,"4 301,43 €",payment,CH041380930632473879H,6.0.6,
,976,Task #977,"Schmeler, Kuhic and Lehner",Configuration,Sudan,Andres42@example.net,Ricky Larson, 60%,27.02.2022,17.09.2022,"8 452,21 €",payment,BA800025759072100825,6.6.5,
,977,Task #978,Nienow Inc,Program,Norway,Vincenzo83@example.org,Spencer Blanda, 6%,21.04.2022,25.09.2022,"3 214,39 €",payment,CY7900040058854W7YX639O719L9,6.0.2,
,978,Task #979,Simonis and Sons,Creative,Greenland,Wade31@example.com,Willard Hyatt, 20%,11.06.2022,17.07.2022,"3 197,50 €",deposit,CH183401397M9307420OI,6.5.3,
,979,Task #980,"Prohaska, Paucek and Maggio",Group,Czech Republic,Destany.Cremin@example.com,Maxine King PhD, 44%,29.05.2022,01.08.2022,"2 477,93 €",payment,GT19339D9728787H584077255631,0.5.4,
,980,Task #981,Gislason LLC,Marketing,French Guiana,Jocelyn.Oberbrunner@example.com,Jeanette Stehr, 6%,23.05.2022,25.09.2022,"2 021,02 €",payment,RS96359092042002086567,6.2.9,
,981,Task #982,"Lakin, Monahan and Hackett",Creative,Isle of Man,Zachery_Lebsack@example.net,Cassandra Howe, 85%,04.03.2022,27.07.2022,"8 835,85 €",withdrawal,MC280043601026338G2825Y8212,8.7.5,
,982,Task #983,"Douglas, Hilll and Renner",Interactions,Iraq,Amya.Cartwright@example.org,Alexis Hettinger, 37%,20.03.2022,07.09.2022,"9 617,61 €",deposit,AE791682690042041007267,6.1.5,
,983,Task #984,"Connelly, Barton and Lind",Assurance,Luxembourg,Herbert_Lemke@example.org,Toby Leannon, 7%,01.06.2022,01.07.2022,"4 050,12 €",withdrawal,ES4260050312857513989125,0.7.5,
,984,Task #985,Spencer - Buckridge,Security,Norfolk Island,Leif64@example.org,Clarence Smitham, 20%,22.03.2022,21.06.2022,"6 382,21 €",invoice,EE630276003609580010,6.6.3,
,985,Task #986,Murazik LLC,Brand,Guatemala,Ada33@example.org,Rosemary Turcotte, 52%,24.03.2022,01.08.2022,"3 041,33 €",invoice,LU7891590XY165003297,1.6.9,
,986,Task #987,"Botsford, Borer and Torphy",Intranet,Pakistan,Nannie.MacGyver82@example.org,Beulah O'Hara, 80%,07.06.2022,18.09.2022,"6 781,44 €",withdrawal,KW75SEOH61900498L00E1K35990106,0.3.1,
,987,Task #988,"Sauer, Braun and Bins",Infrastructure,Saint Barthelemy,Tiara.Bergstrom@example.net,Angela Wintheiser, 34%,31.03.2022,27.09.2022,"1 278,09 €",deposit,TL196480403003999215582,2.0.3,
,988,Task #989,Wilderman Group,Program,Cape Verde,Augustine.Crooks@example.org,Leo Schaden, 5%,20.05.2022,11.09.2022,"908,57 €",deposit,BH08YYLO380305917E9054,8.4.3,
,989,Task #990,Murazik - Bosco,Metrics,Djibouti,Kellie.Gleichner63@example.com,Gregory Hauck, 48%,27.04.2022,25.08.2022,"5 778,15 €",withdrawal,GB16ZFIS85088070730053,3.3.0,
,990,Task #991,"Glover, Crooks and Jaskolski",Accountability,Taiwan,Elaina_Hauck38@example.net,Darlene Upton I, 34%,05.05.2022,26.06.2022,"899,34 €",withdrawal,GB78ZXYO10043449760014,9.5.1,
,991,Task #992,Schneider LLC,Optimization,Dominica,Hertha.Marks@example.org,Krystal Bashirian, 29%,17.04.2022,30.07.2022,"3 218,36 €",payment,KW54VYYJH134092C98432561318384,7.9.3,
,992,Task #993,Jones Inc,Division,Iceland,Barbara.Schulist@example.com,Elaine Robel, 100%,24.05.2022,27.09.2022,"4 951,56 €",payment,SE9302460080207360039007,9.2.3,
,993,Task #994,Bradtke Inc,Division,Nauru,Deondre73@example.org,Carolyn Strosin, 59%,23.03.2022,04.09.2022,"10 437,18 €",invoice,TN3730592001829050050819,5.2.4,
,994,Task #995,"Paucek, Kris and Cummerata",Infrastructure,Tonga,Liana15@example.com,Maria Bosco, 3%,08.04.2022,04.07.2022,"5 614,03 €",invoice,JO28SOIK3759000991288892290056,4.3.5,
,995,Task #996,Welch LLC,Communications,India,Jane_Parker2@example.net,Wanda Okuneva, 52%,20.03.2022,18.08.2022,"5 856,14 €",deposit,IE94114104020238507129,9.4.0,
,996,Task #997,Robel - Mante,Optimization,Cook Islands,Sonia9@example.net,Jennie Dickens, 15%,27.02.2022,19.07.2022,"9 410,14 €",withdrawal,IT73P06900507869E12Q35Z041L,0.4.8,
,997,Task #998,"Mitchell, Pacocha and Fisher",Accountability,Austria,Kole21@example.org,Julio O'Keefe, 29%,03.06.2022,30.08.2022,"3 924,58 €",deposit,FO6209540400609937,6.6.1,
,998,Task #999,"Feeney, Oberbrunner and Schumm",Accountability,Indonesia,Rudolph43@example.org,Jennifer Marquardt, 21%,06.04.2022,28.09.2022,"8 003,17 €",deposit,IS658500570289197035006141,4.2.1,
,999,Task #1000,"Hoeger, Rutherford and Ledner",Accountability,Senegal,Elinore23@example.net,Santiago Heidenreich I, 45%,30.05.2022,14.09.2022,"5 771,54 €",deposit,AE130500406900767100403,5.3.6,
